Letter_n,n,max_n,Letter_n+1,Freq
వి,1,3,ట్,1
వి,1,5,ట్,1
ట్,2,5,ఫా,1
ఫా,3,5,రి,1
వి,1,4,డం,4
వి,1,3,డం,1
డం,2,3,బ,1
డం,2,4,బిం,2
బిం,3,4,ప,1
వి,1,5,డ,1
వి,1,3,డ,1
వి,1,6,డ,1
డ,2,6,దీ,1
దీ,3,6,య,1
య,4,6,రా,1
రా,5,6,ని,1
వి,1,4,డ,1
వి,1,8,డా,1
డా,2,8,కు,1
కు,3,8,ల,1
వి,5,8,డా,1
డా,6,8,కు,1
వి,1,4,డా,1
డా,2,4,కు,1
వి,1,2,డి,1
వి,1,3,డి,6
డి,2,3,గా,1
వి,1,4,డి,7
డి,2,4,గో,2
వి,1,6,డి,6
వి,1,7,డి,4
డి,2,7,చి,2
చి,3,7,పె,2
ట,6,7,దు,1
చి,3,6,పె,1
వి,1,8,డి,1
డి,2,8,చి,1
చి,3,8,వా,1
వా,4,8,టు,1
టు,5,8,గు,1
గు,6,8,ది,1
ది,7,8,య,1
య,5,6,టం,1
డి,2,7,చె,1
బా,5,7,ణు,1
డి,2,6,ది,1
ది,3,6,స్,1
థ,5,6,లం,1
వి,1,5,డి,4
డి,2,5,ప,1
డి,2,5,మ,1
డి,2,5,యు,2
యం,5,6,త౬,1
త౬,6,6,-,1
డి,2,7,వా,1
వా,3,7,టు,1
టు,4,7,బ,1
డి,6,7,య,1
డి,2,4,వేం,1
వి,1,2,డు,1
వి,1,4,డు,5
వి,1,3,డు,5
వి,1,10,డు,1
డు,2,10,చుం,1
చుం,3,10,ద,1
క,6,10,క,1
చె,8,10,లం,1
లం,9,10,గి,1
వి,1,17,డు,1
డు,2,17,చు,1
చు,3,17,టె,1
టె,4,17,టు,1
టు,5,17,లిం,1
లిం,6,17,కం,1
కం,7,17,బ,1
బ,8,17,రి,1
కిం,10,17,పం,1
పం,11,17,బు,1
బు,12,17,డ,1
డ,13,17,మి,1
మి,14,17,వె,1
వె,15,17,ల్,1
ల్,16,17,ప,1
వి,1,7,డు,3
డు,2,7,వంం,1
వంం,3,7,బ,1
వి,1,9,డు,1
డు,2,9,వ,1
వ,3,9,క,1
క,4,9,యి,1
యి,5,9,చ్,1
చు,7,9,వాం,1
వి,1,11,డు,1
డు,2,11,వ,1
వ,3,11,నం,1
నం,4,11,త,1
త,5,11,వె,1
వె,6,11,డుం,1
డుం,7,11,గ,1
వ,9,11,య్,1
య్,10,11,య,1
వి,1,6,డు,2
డు,2,6,వు,1
ల,4,6,తాం,2
డు,2,6,వై,1
వై,3,6,శి,1
శి,4,6,క,1
వి,1,4,డూ,1
వి,1,3,డ్,1
వి,1,5,డ్,2
డ్,2,5,డూ,1
డూ,3,5,ర,1
వి,1,4,డ్,2
వి,1,2,ణ,1
వి,1,7,ణ,1
ణ,2,7,సం,1
సం,3,7,హా,1
వి,1,5,ణు,1
ణు,2,5,గం,1
వి,1,4,ణు,3
ణు,2,4,గు,1
ణు,2,4,చు,1
వి,1,2,త,1
వి,1,3,తం,1
తం,2,3,డ,1
వి,1,4,తం,2
వి,1,6,తం,1
తం,2,6,ద,1
వి,1,7,త,1
త,2,7,గాం,1
గాం,3,7,ద,1
లం,5,7,తు,1
వి,1,4,త,5
వి,1,3,త,2
త,2,3,తి,2
త,2,4,థ,1
వి,1,11,త,1
త,2,11,న,1
న,3,11,కు,1
కు,4,11,వ,1
వ,5,11,శ్,1
శ్,6,11,యు,1
యు,7,11,లం,1
లం,8,11,జే,1
జే,9,11,యు,1
యు,10,11,క,1
త,2,4,మ,1
వి,1,5,త,3
ర్,3,5,శిం,2
వి,1,2,తా,1
వి,1,3,తా,1
తా,2,3,కు,1
వి,1,4,తా,4
తా,2,4,కుం,1
వి,1,5,తా,1
తా,2,5,కు,1
తా,2,4,న,3
తా,2,4,వి,1
వి,1,5,తీ,1
తీ,2,5,ర్,1
వి,1,4,తీ,1
ర్,3,4,ణి,1
వి,1,6,తు,1
తు,2,6,న్,1
వి,1,5,తు,1
తు,2,5,న్,1
వి,1,3,త్,3
వి,1,7,త్,1
తం,3,7,బ,1
వి,1,5,త్,1
వి,1,4,త్,2
వి,1,6,త్,1
వి,4,6,ధా,1
ధా,5,6,నం,1
వి,1,8,త్,1
తు,3,8,బాం,1
బాం,4,8,ప,1
న,6,8,య్,1
య్,7,8,య,1
త్,2,3,భ,1
వి,1,5,ద,6
గ్,3,5,గం,1
ద,2,5,డం,1
డం,3,5,నాం,1
వి,1,4,ద,4
వి,1,9,ద,1
ర్,3,9,భ,2
భ,4,9,రా,1
రా,5,9,జు,1
జు,6,9,భీ,1
భీ,7,9,ము,1
ద,2,5,ళ,1
వి,1,5,దా,3
వి,1,3,దా,2
వి,1,4,దా,1
దా,2,4,రిం,1
రి,3,5,గం,1
దా,2,3,రిి,1
రిి,3,3,-,1
వి,1,5,ది,1
వి,1,4,ది,1
వి,1,3,ది,2
ది,2,3,శ,1
వి,1,8,ది,1
ది,2,8,శ,1
శ,3,8,ద,1
ద,4,8,శా,1
శా,5,8,ర్,1
వి,1,5,దీ,1
వి,1,3,దు,3
వి,1,4,దు,7
వి,1,14,దు,1
దు,2,14,రు,1
రు,3,14,డు,1
డు,4,14,భ,1
భ,5,14,గ,1
గ,6,14,వ,1
వ,7,14,ద్,1
ద్,8,14,గు,1
గు,9,14,ణ,1
ణ,10,14,ష,1
ష,11,14,ట్,1
ట్,12,14,మ,1
మ,13,14,ము,1
వి,1,7,దు,1
ని,4,7,తో,1
తో,5,7,ద,1
వి,1,5,దూ,3
దూ,2,5,ర,1
ర,3,5,భు,1
వి,1,4,దూ,1
దూ,2,4,ర,3
దూ,2,5,ష,2
వి,1,16,దె,1
దె,2,16,మ,1
న,4,16,కుం,1
కుం,5,16,బె,1
బె,6,16,ద్,1
ద్,7,16,ద,1
ద,8,16,గొ,1
గొ,9,16,డ,1
డ,10,16,వ,1
వ,11,16,గు,1
గు,12,16,న,1
న,13,16,ని,1
ని,14,16,న,1
న,15,16,క,1
వి,1,3,దె,1
వి,1,3,దే,2
దే,2,3,శ,1
వి,1,4,దే,4
దే,2,4,శాం,1
శాం,3,4,గ,1
దే,2,3,శీ,1
వి,1,5,దే,1
దే,2,5,శీ,1
శీ,3,5,యుం,1
దే,2,4,హ,2
దే,2,4,హు,1
వి,1,4,ద్,10
వి,1,3,ద్,4
వి,1,6,ద్,10
ధ,3,6,క,1
వి,1,7,ద్,4
ద్,2,7,ధ,2
ధ,3,7,మం,1
మం,4,7,తి,1
తి,5,7,కా,1
కా,6,7,త్‌,1
వి,1,13,ద్,1
ద్,2,13,య,1
య,3,13,యు,1
యు,4,13,ది,1
ది,5,13,వ్,1
వ్,6,13,య,1
య,7,13,భా,1
భా,8,13,వం,1
వం,9,13,బు,1
బు,10,13,మ,1
మ,11,13,జ,1
జ,12,13,చి,1
వి,1,19,ద్,1
ద్,2,19,య,1
య,3,19,ల,1
ల,4,19,కు,1
కు,5,19,ము,1
ము,6,19,వ్,1
వ్,7,19,వ,1
వ,8,19,రుం,1
రుం,9,19,జా,1
జా,10,19,ల,1
ల,11,19,న,1
న,12,19,నం,1
నం,13,19,గి,1
గి,14,19,యు,1
యు,15,19,న్,1
న్,16,19,న,1
న,17,19,వో,1
వో,18,19,క,1
యా,3,6,ధ,2
వి,1,5,ద్,14
యా,3,5,ర్,1
ర్,4,5,ధి,1
వి,1,8,ద్,1
ద్,2,8,యు,1
యు,3,8,జ్,1
జ్,4,8,జి,1
జి,5,8,హ్,1
హ్,6,8,వు,1
ద్,2,5,యు,1
యు,3,5,త్,1
యు,3,6,త్,1
వి,1,9,ద్,1
ద్,2,9,యు,1
యు,3,9,త్,1
త్,4,9,మే,1
మే,5,9,శుం,1
శుం,6,9,డు,1
డు,7,9,హే,1
హే,8,9,మ,1
ద్,2,7,యు,3
యు,3,7,త్‌,1
త్‌,4,7,కేం,1
కేం,5,7,ద్,1
యు,3,7,దీ,1
దీ,4,7,క,1
ద్,4,7,రూం,1
రూం,5,7,పు,1
రా,3,6,వి,1
వి,4,6,తుం,1
రు,3,6,మ,1
రో,3,4,హి,1
స,5,6,భ,1
వాం,3,5,సుం,1
ద్,2,5,వి,1
వి,3,5,షుం,1
ద్,2,4,వే,2
వే,3,4,షం,1
షం,4,4,-,1
వే,3,5,షం,1
షం,4,5,తో,1
వే,3,6,ష,1
వే,3,4,షి,1
వి,1,2,ధ,1
వి,1,3,ధం,1
ధం,2,3,గా,1
వి,1,6,ధం,1
ధం,2,6,బు,1
బు,3,6,గా,1
గా,4,6,న,1
వి,1,5,ధం,1
ధం,2,5,బు,1
వి,1,7,ధం,1
ధం,2,7,బు,1
బు,3,7,నుం,1
నుం,4,7,జె,1
జె,5,7,ప్,1
ప్,6,7,పి,1
వి,1,3,ధ,2
వి,1,4,ధ,2
వి,1,7,ధ,3
ధ,2,7,ము,2
లు,4,7,సో,1
సో,5,7,ము,1
ము,6,7,డు,1
వి,1,5,ధ,1
ధ,2,7,వి,1
వి,3,7,వా,1
వి,1,5,ధా,3
ధా,2,5,తృ్,1
తృ్,3,5,భం,1
భం,4,5,డు,1
వి,1,3,ధా,3
ధా,2,3,న,2
ధా,2,3,నం,1
వి,1,9,ధా,1
ధా,2,9,నం,1
నం,3,9,మా,1
ర్,5,9,చ్‌,1
చ్‌,6,9,ఫా,1
ఫా,7,9,స్,1
స్,8,9,ట్‌,1
ట్‌,9,9,-,2
వి,1,10,ధా,1
ధా,2,10,నం,1
నం,3,10,వ్,1
వ్,4,10,య,1
య,5,10,వ,1
వ,6,10,స్,1
స్,7,10,థా,1
థా,8,10,ప,1
ప,9,10,క,1
వి,1,4,ధా,1
ధా,2,3,యి,1
వి,1,2,ధి,1
వి,1,3,ధిం,1
వి,1,8,ధి,1
ధి,2,8,క,1
బు,5,8,నం,1
నం,6,8,దూం,1
దూం,7,8,చె,1
వి,1,5,ధుం,1
ధుం,2,5,తు,1
తు,3,5,దుం,1
వి,1,4,ధు,2
ధు,2,4,త,1
వి,1,6,ధు,1
ధు,2,6,లం,1
లం,3,6,బూ,1
బూ,4,6,జిం,1
జిం,5,6,చి,1
వి,1,5,ధు,1
వి,1,3,ధు,2
ధు,2,3,షి,1
వి,1,4,ధూ,1
వి,1,3,ధూ,1
ధూ,2,3,తి,1
వి,1,5,ధూ,1
ధూ,2,5,న,1
వి,1,4,ధే,2
వి,1,9,ధ్,1
య,3,9,లం,1
వి,1,4,ధ్,1
ధ్,2,4,వం,1
వం,3,4,సం,1
వి,1,6,ధ్,1
ధ్,2,6,వం,1
వం,3,6,స,1
వి,1,5,ధ్,1
ధ్,2,5,వం,1
వం,3,5,స,2
వి,1,2,ధ్‌,1
వి,1,13,నం,1
నం,2,13,గ,1
గ,3,13,మ,1
మ,4,13,తి,1
తి,5,13,యు,1
యు,6,13,ని,1
ని,7,13,ట్,1
ట్,8,13,ల,1
ల,9,13,ని,1
ని,10,13,ప,1
ప,11,13,లి,1
లి,12,13,కె,1
కె,13,13,-,1
వి,1,3,న,6
వి,1,4,న,3
న,2,4,తు,1
వి,1,5,న,5
న,2,5,మ్,1
న,2,3,యం,1
వి,1,8,న,1
న,2,8,య,1
ల,6,8,వా,1
న,2,5,రి,1
రి,3,5,వై,1
న,2,5,శ,1
వి,1,4,నా,4
య,3,4,కః,2
కః,4,4,-,3
వి,1,5,నా,1
నా,2,4,శ,2
శ,3,4,నం,1
వి,1,3,ని,1
వి,1,4,ని,3
ని,2,4,కి,1
వి,1,5,ని,5
ని,2,5,నిం,1
నిం,3,5,దిం,1
ని,2,5,పిం,1
చ,4,5,నీ,1
వి,1,7,ని,2
ని,2,7,పిం,1
పిం,3,7,చెం,1
చెం,4,7,ద,1
ద,5,7,గ,1
వి,1,6,ని,2
ని,2,4,యో,1
వి,1,14,ని,1
ని,2,14,యో,1
యో,3,14,గ,1
గ,4,14,ప,1
ప,5,14,ర,1
ర,6,14,చె,1
చె,7,14,ను,1
ను,8,14,వి,1
వి,9,14,శ్,1
శ్,10,14,వా,1
వా,11,14,వ,1
వ,12,14,సు,1
సు,13,14,డు,1
ని,2,5,యో,2
ని,2,6,ర్,1
వి,1,4,నీ,2
వి,1,2,ను,1
వి,1,4,ను,4
వి,1,6,ను,2
లి,4,6,కం,1
ను,2,4,కెం,1
వి,1,3,ను,1
వి,1,7,ను,2
ను,2,7,ద్,1
వి,1,5,ను,3
ను,2,5,ప్,1
ప్,3,5,రో,1
గ,4,7,దే,1
వ,6,7,ర,1
వి,1,4,నూ,1
నూ,2,4,త్,1
వి,1,4,నే,1
నే,2,4,వా,1
వా,3,4,రు/,1
రు/,4,4,-,1
వి,1,4,నో,2
నో,2,4,క్,1
వి,1,3,నో,1
నో,2,3,ద,1
నో,2,4,ద,1
వి,1,3,న్,3
వి,1,5,న్,10
న్,2,5,నం,3
నం,3,5,బా,1
నం,3,5,బో,1
వి,1,4,న్,4
వి,1,6,న్,4
వి,1,7,న్,3
న,3,7,ప,3
నా,3,6,ణ,1
నా,3,5,ణ,1
నా,3,4,ణి,1
ఫ,3,5,పా,1
పా,4,5,లా,1
న్,2,7,ఫూ,1
ఫూ,3,7,ర్,1
సిం,4,6,చ్,1
వి,1,8,న్,1
న్,2,8,యా,1
యా,3,8,సా,1
సా,4,8,లు,1
లు,5,8,యా,1
యా,6,8,ర్,1
ర్,7,8,డ్‌,1
డ్‌,8,8,-,1
వి,1,3,పం,1
పం,2,3,చి,1
వి,1,5,ప,1
వి,1,4,ప,4
వి,1,3,ప,2
ప,2,3,ణి,1
వి,1,6,ప,4
ప,2,6,రీ,1
రీ,3,6,త,1
ప,2,6,ర్,7
వి,1,7,ప,1
ప,2,7,ర్,2
ర్,3,7,య,2
య,4,7,స్,3
శ్,3,6,చి,1
చి,4,6,తుం,1
వి,1,4,పా,2
పా,2,4,ది,1
వి,1,3,పా,1
పా,2,3,శ,1
వి,1,5,పిం,1
పిం,2,5,జె,1
జె,3,5,తో,1
వి,1,4,పి,1
పి,2,4,న,1
వి,1,2,పు,1
వి,1,3,పు,1
పు,2,3,ల,2
వి,1,3,ప్,2
ప్,2,3,ర,1
వి,1,6,ప్,10
వి,1,7,ప్,3
ష్,5,7,ణ,2
ర,3,6,చి,1
ర,3,7,తి,1
తి,4,7,ప,1
ర,3,6,తీ,2
తీ,4,6,ప,1
తీ,4,7,సా,1
యా,4,6,ణ,1
ర,3,6,యో,2
ర,3,6,లం,1
లం,4,6,భ,1
ల,4,6,బ్,1
బ్,5,6,ధి,1
ర,3,6,లా,2
లా,4,6,ప,3
ర,3,6,శ్,1
శ్,4,6,ని,1
వి,1,5,ప్,1
ర,3,5,ష,1
వి,1,10,ప్,1
ప్,2,10,రుం,1
రుం,3,10,డు,1
డు,4,10,హ,1
హ,5,10,వి,1
వి,6,10,ర్,1
థా,8,10,ను,1
వి,1,4,ప్,1
ప్,2,4,ల,1
వి,1,2,ప్‌,1
వి,1,5,ఫ,1
ఫ,2,5,ల,2
ల,3,5,మ,2
వి,1,4,బం,1
వి,1,4,బు,1
బు,2,4,ధుం,1
వి,1,3,బూ,1
బూ,2,3,ది,1
వి,1,5,భం,1
భం,2,5,డ,1
డ,3,5,కు,2
వి,1,5,భ,4
వి,1,4,భ,3
భ,2,4,క్,1
తి,4,5,ము,1
క్,3,5,తు,1
వి,1,6,భ,1
భ,2,6,ఖీ,1
ఖీ,3,6,త,1
భ,2,4,జ,1
భ,2,5,జ,1
భ,2,4,జిం,1
వి,1,3,భ,1
భ,2,3,వ,2
వి,1,8,భ,1
భ,2,8,వ,1
వ,3,8,నా,1
నా,4,8,లం,1
వి,1,5,భాం,1
భాం,2,5,డ,1
వి,1,5,భా,5
భా,2,5,క,1
వి,1,3,భా,1
భా,2,3,గం/,1
గం/,3,3,-,1
వి,1,4,భా,6
భా,2,4,గిం,1
భా,2,5,జ,2
భా,2,5,జి,1
భా,2,5,జ్,1
భా,2,4,త,1
వి,1,10,భా,1
భా,2,10,వ,1
వ,3,10,నా,1
నా,4,10,లం,1
ర,7,10,మే,1
మే,8,10,ఉ,1
భా,2,5,వ,1
వ,3,5,సుం,1
వి,1,4,భి,1
భి,2,4,న్,1
వి,1,5,భీ,2
భీ,2,5,ష,2
ష,3,5,ణు,1
వి,1,3,భుం,1
వి,1,3,భు,2
వి,1,3,భూ,2
భూ,2,3,తి,1
భూ,2,3,తిః,1
వి,1,4,భే,1
వి,1,5,భ్,2
వి,1,4,భ్,1
భ్,2,4,రాం,1
భ్,2,5,రా,1
వి,1,4,మ,3
మ,2,4,తుం,1
వి,1,6,మ,2
ర్,3,4,శ,2
వి,1,3,మ,1
వి,1,14,మ,1
మ,2,14,ల,1
ల,3,14,శ,1
య,5,14,న,1
న,6,14,త,1
త,7,14,ల,1
ము,9,14,న,1
న,10,14,ను,1
వి,1,3,మా,2
మా,2,3,న,2
వి,1,4,మా,1
వి,1,5,ము,1
వి,1,4,ము,2
ము,2,4,క్,1
వి,1,4,మో,4
మో,2,4,చ,1
వి,1,5,మో,1
మో,2,5,చ,1
మో,2,4,హ,1
మో,2,4,హిం,1
వి,1,5,య,2
వి,1,4,య,2
వి,1,3,య,1
య,2,5,ద్,1
ద్,3,5,గం,1
వి,1,3,యి,1
యి,2,3,వి,1
వి,1,5,యు,1
వి,1,4,యై,1
యై,2,4,న,1
వి,1,4,యో,1
వి,1,5,య్,2
యం,3,5,కుం,1
వి,1,10,య్,1
య్,2,10,యం,1
యం,3,10,కు,1
కు,4,10,డు,1
శ,7,10,నా,1
నా,8,10,భుం,1
భుం,9,10,డు,1
వి,1,6,య్,3
యం,3,6,కు,1
కు,4,6,రా,1
పు,4,6,రా,1
పు,4,6,సా,1
య,3,5,మం,1
వి,1,4,య్,1
వి,1,16,య్,1
య్,2,16,య,1
య,3,16,ము,1
ము,4,16,ద,1
ద,5,16,లం,1
లం,6,16,ప,1
ప,7,16,క,1
క,8,16,ల,2
ల,9,16,చ్,1
చ్,10,16,చిం,1
చిం,11,16,గ,1
గ,12,16,న్,1
న్,13,16,న,1
న,14,16,య్,1
య్,15,16,య,1
య,16,16,-,1
వి,1,4,ర,22
వి,1,5,ర,4
ర,2,4,చ,1
ర,2,5,చి,1
వి,1,3,ర,6
వి,1,8,ర,1
ర,2,8,జ,1
మ,6,8,సుం,1
ర,2,4,జా,1
జా,3,4,జి,1
ర,2,4,జు,1
జు,3,4,డు,1
ర,2,4,జౌ,1
జౌ,3,4,ది,1
వి,1,6,ర,6
ర,2,6,టుం,1
డ,4,6,రి,1
రి,5,6,గె,1
ర,2,4,టు,1
తి,3,6,శీ,1
మ,3,4,ణ,1
య,3,4,ణ,1
ళ,3,6,ము,1
వి,3,4,ర,1
ర,2,6,వి,2
వి,3,6,ర,2
హ,3,6,వా,1
వా,4,6,రి,1
రి,5,6,ధ,1
ర,2,4,హి,1
ర,2,5,హు,1
హు,3,5,ల,1
వి,1,7,ర,1
ర,2,7,హో,1
హో,3,7,త్,1
త్,4,7,మం,1
మం,5,7,ఠి,1
ఠి,6,7,త,1
వి,1,2,రా,1
వి,1,3,రా,5
రా,2,3,గీ,1
వి,1,4,రా,9
రా,2,4,గుం,1
వి,1,6,రా,3
రా,2,6,జ,1
జ,3,6,మా,1
జి,3,6,ల్,1
ల్,4,6,లు,1
రా,2,4,టు,2
రా,2,4,ట్,1
రా,2,4,ధుం,1
రా,2,6,ళ,1
ళ,3,6,మి,1
మి,4,6,చ్,1
రా,2,3,ళి,1
వి,1,2,రి,1
వి,1,5,రిం,1
రిం,2,5,చ,1
వి,1,4,రిం,2
రిం,2,4,చ,1
వి,1,3,రిం,1
వి,1,3,రి,5
వి,1,6,రి,3
గి,3,6,పో,1
వి,1,5,రి,4
ద,3,5,ట్,1
వి,1,4,రి,3
రి,2,4,పో,2
రి,2,4,బోం,1
వి,1,7,రి,1
రి,2,7,యం,1
యం,3,7,గం,1
గం,4,7,బా,1
బా,5,7,అం,1
అం,6,7,గా,1
వి,1,9,రి,1
రి,2,9,ర్,1
ర్,3,9,హ,1
హ,4,9,భ,1
భ,5,9,గ,1
గ,6,9,వం,1
వం,7,9,తుం,1
రి,2,3,వ,1
రి,2,4,వా,2
వి,1,4,రు,2
వి,1,8,రు,1
రు,2,8,ద్,1
ధ,4,8,మ,1
మ,5,8,యి,2
యి,6,8,న,2
వి,1,5,రు,1
వి,1,3,రు,1
వి,1,4,రూ,1
రూ,2,4,ప,1
వి,1,6,రూ,1
రూ,2,6,పా,1
వి,1,6,రే,1
రే,2,6,చ,1
వి,1,5,రే,1
వి,1,5,రో,5
చ,3,5,ను,1
ధ,3,5,భా,1
భా,4,5,వం,1
వి,1,4,రో,2
వి,1,3,రో,1
రో,2,3,ధి,2
వి,1,11,రో,1
రో,2,11,ధిం,1
ధిం,3,11,బొ,1
బొ,4,11,రి,1
రి,5,11,గొ,1
గొ,6,11,న,1
న,7,11,కె,1
కె,8,11,ట్,1
ట్,9,11,లు,1
లు,10,11,క,1
వి,1,6,రో,1
రో,2,6,ధి,1
ధి,3,6,కృ,1
హ,3,5,ను,1
వి,1,4,లం,3
లం,2,4,ఘిం,1
ఘిం,3,4,చు,1
వి,1,5,లం,2
లం,2,5,బి,1
బి,3,5,త,1
వి,1,5,ల,5
వి,1,6,ల,2
వి,1,4,ల,3
వి,1,3,ల,1
వి,1,11,ల,1
ల,2,11,య,1
య,3,11,మా,1
మా,4,11,ర్,1
ర్,5,11,తాం,1
తాం,6,11,డ,1
డ,7,11,మం,1
మం,8,11,డ,1
డ,9,11,లం,1
లం,10,11,బ,1
వి,3,4,ల,1
ల,2,6,వి,1
వి,3,6,ల,1
వి,1,10,ల,1
ల,2,10,వి,1
వి,3,10,ల,1
ల,4,10,పో,1
పో,5,10,వు,1
వు,6,10,చు,1
వి,1,3,లా,4
లా,2,3,తి,1
వి,1,4,లా,3
లా,2,3,స,1
లా,2,3,సం,1
వి,1,6,లా,1
స,3,6,ము,1
వి,1,5,లా,1
లా,2,5,స,1
వి,1,7,లా,1
స,3,7,వం,1
సి,3,4,ని,2
వి,1,11,లా,1
లా,2,11,సి,1
సి,3,11,ను,1
ను,4,11,లె,1
లె,5,11,న్,1
న్,6,11,ని,1
ని,7,11,భం,1
భం,8,11,గు,1
వి,1,5,లి,1
య,3,5,వే,1
వి,1,3,లీ,1
వి,1,4,లీ,2
వి,1,2,లు,1
వి,1,4,లు,3
వి,1,3,లు,2
లు,2,4,తుం,1
వి,1,5,లు,2
వి,1,4,లే,1
ఖ,3,4,రి,1
వి,1,5,లే,1
లే,2,5,ప,1
వి,1,3,లే,2
లే,2,3,పి,1
లే,2,3,పీ,1
వి,1,4,లో,2
వి,1,3,లో,1
లో,2,3,మ,1
వి,1,7,లో,1
లో,2,7,మ,1
న,5,7,యు,1
వి,1,4,ల్,2
ల్,2,4,తుం,1
వి,1,3,ల్,2
ల్,2,3,రి,1
వి,1,5,ల్,2
ల్,2,5,వం,1
వి,1,2,ల్‌,1
వి,1,4,ళం,1
ళం,2,4,గీ,1
గీ,3,4,లు,1
వి,1,3,ళం,1
ళం,2,3,బి,1
వి,1,4,వ,7
వి,1,5,వ,5
వి,1,6,వ,5
వ,2,4,ధ,1
వి,1,3,వ,1
ర్,3,5,జుం,2
వ,2,4,శుం,1
వ,4,6,తు,4
వి,1,3,వా,3
వా,2,3,దం,1
వి,1,7,వా,1
ద,3,7,మ,1
మ,4,7,య్,1
యె,6,7,ను,2
వి,1,4,వా,2
వి,1,8,వా,1
ద,3,8,స్,1
స్,4,8,థా,1
థా,5,8,న,1
వి,1,6,వా,2
వా,2,6,దా,1
దా,3,6,స్,1
వా,2,6,హ/,1
హ/,3,6,వ,1
వ,4,6,ధు,1
వా,2,3,హం,1
వి,1,11,వా,1
వా,2,11,హం,1
హం,3,11,చే,1
చే,4,11,సె,1
సె,5,11,ను,1
ను,6,11,కు,1
కు,7,11,శ,1
శ,8,11,ల,1
ల,9,11,వు,1
వి,1,5,వా,1
హ,3,5,మ,1
వా,2,4,హ,1
వి,1,5,వి,1
వి,2,5,క్,1
వి,1,3,వి,1
వి,2,3,ధ,1
వి,1,4,వి,1
వి,1,4,వీ,1
వి,1,4,వృ,1
వి,1,14,వృ,1
వృ,2,14,తా,1
తా,3,14,స్,1
స్,4,14,య,1
య,5,14,ప,1
ప,6,14,ద,1
ద,7,14,వి,1
వి,8,14,కో,1
కో,9,14,జ,1
జ,10,14,య,1
య,11,14,లు,1
లు,12,14,గ,1
గ,13,14,దే,1
వి,1,4,వే,4
వే,2,4,క,1
వి,1,3,వే,1
వే,2,3,కి,1
వే,2,4,కిం,1
వే,2,4,చ,1
వి,1,5,వే,1
వే,2,5,చ,1
వి,1,12,వే,1
వే,2,12,చ,1
చ,3,12,నీ,1
నీ,4,12,య,1
ము,6,12,పం,1
పం,7,12,చ,2
చ,8,12,క,2
క,9,12,ర్,1
ర్,10,12,మ,1
మ,11,12,లు,1
వే,2,4,చిం,1
వి,1,9,వే,1
వే,2,9,ష,1
ము,4,9,ల,2
ల,5,9,స,1
స,6,9,మూ,1
మూ,7,9,హ,1
హ,8,9,ము,1
వి,1,5,వ్,1
వ,3,5,చుం,1
వి,1,6,వ్,2
చ్,4,6,చుం,1
వి,1,5,శం,1
శం,2,5,క,1
వి,1,10,శం,1
శం,2,10,క,1
వ,4,10,ర్,1
ర్,5,10,త,1
త,6,10,నుం,1
నుం,7,10,డెం,1
డెం,8,10,దు,1
దు,9,10,క,1
వి,1,3,శం,1
శం,2,3,తి,1
వి,1,6,శ,2
శ,2,6,ద,1
వి,1,4,శ,4
శ,2,6,దీ,1
దీ,3,6,క,1
శ,2,4,ల్,1
వి,1,7,శ,1
శ,2,7,ల్,1
య,4,7,క,2
వి,1,5,శ,1
శ,2,5,స,1
శ,2,4,సిం,1
సిం,3,4,చేు,1
వి,1,3,శా,3
శా,2,3,ఖ,2
శా,2,3,ఖా,1
వి,1,9,శా,1
శా,2,9,ఖా,1
ఖా,3,9,న,1
న,4,9,క్,1
ష,6,9,త్,1
వి,1,4,శా,4
శా,2,4,ఖుం,1
ఖుం,3,4,డు,2
శా,2,4,య,1
వి,1,8,శా,1
శా,2,8,ర,1
ద,4,8,ము,1
ము,5,8,పొ,1
పొ,6,8,గా,1
గా,7,8,కు,1
వి,1,5,శా,3
శా,2,3,ల,1
శా,2,4,ల,1
శా,2,5,ల,1
ల,3,5,మై,1
శా,2,5,లా,1
లా,3,5,క్,1
శా,2,4,లు,1
వి,1,3,శి,1
శి,2,3,ఖ,1
వి,1,5,శి,2
శి,2,5,ష్,2
వి,1,5,శీ,1
వి,1,3,శుం,1
వి,1,3,శు,1
శు,2,3,చ్‌,1
వి,1,7,శు,1
శు,2,7,ద్,1
ద్,3,7,ధ,2
ధ,4,7,పా,1
వి,1,2,శే,1
శే,2,2,-,1
వి,1,3,శే,1
శే,2,3,ష,1
వి,1,5,శే,4
శే,2,5,ష,3
వి,1,7,శే,2
శే,2,7,ష,1
ష,3,7,జ్,1
వి,1,4,శే,2
వి,1,6,శే,2
శే,2,6,ష,2
ము,4,6,దా,1
దా,5,6,డి,1
శే,2,7,షా,1
షా,3,7,లం,1
వి,1,9,శే,1
శే,2,9,షా,1
షా,3,9,లం,1
ర,6,9,ము,1
ము,7,9,ఉ,1
శే,2,4,షిం,1
శే,2,5,ష్,1
వి,1,6,శ్,14
శ్,2,6,చం,1
వి,1,5,శ్,17
వి,1,4,శ్,6
శ్,2,4,రాం,1
శ్,2,6,రా,1
రా,3,6,ణ,1
శ్,2,5,రా,2
శ్,2,4,రు,1
రు,3,5,తుం,1
శ్,2,6,లే,1
లే,3,6,ష,1
వి,1,3,శ్,1
శ్,2,5,వం,1
వం,3,5,భ,1
భ,4,5,ర,1
వి,1,7,శ్,7
